表章項目,年齢5歳階級,男女別,全国・都道府県,時間軸（年月日現在）,@unit,$
人口,55～59歳,男,宮崎県,2022年10月1日現在,人,30000
人口,55～59歳,男,鹿児島県,2022年10月1日現在,人,45962
人口,55～59歳,男,沖縄県,2022年10月1日現在,人,43848
人口,55～59歳,女,全国,2022年10月1日現在,人,4038282
人口,55～59歳,女,北海道,2022年10月1日現在,人,176815
人口,55～59歳,女,青森県,2022年10月1日現在,人,42029
人口,55～59歳,女,岩手県,2022年10月1日現在,人,38304
人口,55～59歳,女,宮城県,2022年10月1日現在,人,70688
人口,55～59歳,女,秋田県,2022年10月1日現在,人,30548
人口,55～59歳,女,山形県,2022年10月1日現在,人,32939
人口,55～59歳,女,福島県,2022年10月1日現在,人,57071
人口,55～59歳,女,茨城県,2022年10月1日現在,人,88018
人口,55～59歳,女,栃木県,2022年10月1日現在,人,59463
人口,55～59歳,女,群馬県,2022年10月1日現在,人,60513
人口,55～59歳,女,埼玉県,2022年10月1日現在,人,235368
人口,55～59歳,女,千葉県,2022年10月1日現在,人,198217
人口,55～59歳,女,東京都,2022年10月1日現在,人,461151
人口,55～59歳,女,神奈川県,2022年10月1日現在,人,311142
人口,55～59歳,女,新潟県,2022年10月1日現在,人,68980
人口,55～59歳,女,富山県,2022年10月1日現在,人,31799
人口,55～59歳,女,石川県,2022年10月1日現在,人,35015
人口,55～59歳,女,福井県,2022年10月1日現在,人,23957
人口,55～59歳,女,山梨県,2022年10月1日現在,人,27183
人口,55～59歳,女,長野県,2022年10月1日現在,人,64917
人口,55～59歳,女,岐阜県,2022年10月1日現在,人,63421
人口,55～59歳,女,静岡県,2022年10月1日現在,人,114868
人口,55～59歳,女,愛知県,2022年10月1日現在,人,234744
人口,55～59歳,女,三重県,2022年10月1日現在,人,57094
人口,55～59歳,女,滋賀県,2022年10月1日現在,人,43717
人口,55～59歳,女,京都府,2022年10月1日現在,人,82997
人口,55～59歳,女,大阪府,2022年10月1日現在,人,294116
人口,55～59歳,女,兵庫県,2022年10月1日現在,人,184022
人口,55～59歳,女,奈良県,2022年10月1日現在,人,45438
人口,55～59歳,女,和歌山県,2022年10月1日現在,人,31891
人口,55～59歳,女,鳥取県,2022年10月1日現在,人,16648
人口,55～59歳,女,島根県,2022年10月1日現在,人,19028
人口,55～59歳,女,岡山県,2022年10月1日現在,人,55496
人口,55～59歳,女,広島県,2022年10月1日現在,人,84999
人口,55～59歳,女,山口県,2022年10月1日現在,人,40091
人口,55～59歳,女,徳島県,2022年10月1日現在,人,22724
人口,55～59歳,女,香川県,2022年10月1日現在,人,28205
人口,55～59歳,女,愛媛県,2022年10月1日現在,人,42355
人口,55～59歳,女,高知県,2022年10月1日現在,人,21296
人口,55～59歳,女,福岡県,2022年10月1日現在,人,157095
人口,55～59歳,女,佐賀県,2022年10月1日現在,人,25072
人口,55～59歳,女,長崎県,2022年10月1日現在,人,42764
人口,55～59歳,女,熊本県,2022年10月1日現在,人,54790
人口,55～59歳,女,大分県,2022年10月1日現在,人,33994
人口,55～59歳,女,宮崎県,2022年10月1日現在,人,32883
人口,55～59歳,女,鹿児島県,2022年10月1日現在,人,50432
人口,55～59歳,女,沖縄県,2022年10月1日現在,人,43985
人口,60～64歳,男女計,全国,2022年10月1日現在,人,7444652
人口,60～64歳,男女計,北海道,2022年10月1日現在,人,334902
人口,60～64歳,男女計,青森県,2022年10月1日現在,人,88236
人口,60～64歳,男女計,岩手県,2022年10月1日現在,人,83233
人口,60～64歳,男女計,宮城県,2022年10月1日現在,人,143172
人口,60～64歳,男女計,秋田県,2022年10月1日現在,人,69666
人口,60～64歳,男女計,山形県,2022年10月1日現在,人,73211
人口,60～64歳,男女計,福島県,2022年10月1日現在,人,128158
人口,60～64歳,男女計,茨城県,2022年10月1日現在,人,173951
人口,60～64歳,男女計,栃木県,2022年10月1日現在,人,120076
人口,60～64歳,男女計,群馬県,2022年10月1日現在,人,115104
人口,60～64歳,男女計,埼玉県,2022年10月1日現在,人,410378
人口,60～64歳,男女計,千葉県,2022年10月1日現在,人,352200
人口,60～64歳,男女計,東京都,2022年10月1日現在,人,750664
人口,60～64歳,男女計,神奈川県,2022年10月1日現在,人,521619
人口,60～64歳,男女計,新潟県,2022年10月1日現在,人,140047
人口,60～64歳,男女計,富山県,2022年10月1日現在,人,61264
人口,60～64歳,男女計,石川県,2022年10月1日現在,人,66633
人口,60～64歳,男女計,福井県,2022年10月1日現在,人,48210
人口,60～64歳,男女計,山梨県,2022年10月1日現在,人,52339
人口,60～64歳,男女計,長野県,2022年10月1日現在,人,126676
人口,60～64歳,男女計,岐阜県,2022年10月1日現在,人,119753
人口,60～64歳,男女計,静岡県,2022年10月1日現在,人,222509
人口,60～64歳,男女計,愛知県,2022年10月1日現在,人,412774
人口,60～64歳,男女計,三重県,2022年10月1日現在,人,107644
人口,60～64歳,男女計,滋賀県,2022年10月1日現在,人,81337
人口,60～64歳,男女計,京都府,2022年10月1日現在,人,143531
人口,60～64歳,男女計,大阪府,2022年10月1日現在,人,481559
人口,60～64歳,男女計,兵庫県,2022年10月1日現在,人,325205
人口,60～64歳,男女計,奈良県,2022年10月1日現在,人,80130
人口,60～64歳,男女計,和歌山県,2022年10月1日現在,人,59667
人口,60～64歳,男女計,鳥取県,2022年10月1日現在,人,35217
人口,60～64歳,男女計,島根県,2022年10月1日現在,人,42159
人口,60～64歳,男女計,岡山県,2022年10月1日現在,人,108635
人口,60～64歳,男女計,広島県,2022年10月1日現在,人,160683
人口,60～64歳,男女計,山口県,2022年10月1日現在,人,81012
人口,60～64歳,男女計,徳島県,2022年10月1日現在,人,46109
人口,60～64歳,男女計,香川県,2022年10月1日現在,人,56678
人口,60～64歳,男女計,愛媛県,2022年10月1日現在,人,84792
人口,60～64歳,男女計,高知県,2022年10月1日現在,人,44098
人口,60～64歳,男女計,福岡県,2022年10月1日現在,人,297862
人口,60～64歳,男女計,佐賀県,2022年10月1日現在,人,52634
人口,60～64歳,男女計,長崎県,2022年10月1日現在,人,89203
人口,60～64歳,男女計,熊本県,2022年10月1日現在,人,112258
人口,60～64歳,男女計,大分県,2022年10月1日現在,人,70583
人口,60～64歳,男女計,宮崎県,2022年10月1日現在,人,69960
人口,60～64歳,男女計,鹿児島県,2022年10月1日現在,人,108591
人口,60～64歳,男女計,沖縄県,2022年10月1日現在,人,90330
人口,60～64歳,男,全国,2022年10月1日現在,人,3683871
人口,60～64歳,男,北海道,2022年10月1日現在,人,160384
人口,60～64歳,男,青森県,2022年10月1日現在,人,42267
人口,60～64歳,男,岩手県,2022年10月1日現在,人,41383
人口,60～64歳,男,宮城県,2022年10月1日現在,人,70772
人口,60～64歳,男,秋田県,2022年10月1日現在,人,33838
人口,60～64歳,男,山形県,2022年10月1日現在,人,36092
人口,60～64歳,男,福島県,2022年10月1日現在,人,64672
人口,60～64歳,男,茨城県,2022年10月1日現在,人,87001
人口,60～64歳,男,栃木県,2022年10月1日現在,人,60386
人口,60～64歳,男,群馬県,2022年10月1日現在,人,57814
人口,60～64歳,男,埼玉県,2022年10月1日現在,人,208028
人口,60～64歳,男,千葉県,2022年10月1日現在,人,178150
人口,60～64歳,男,東京都,2022年10月1日現在,人,383230
人口,60～64歳,男,神奈川県,2022年10月1日現在,人,267061
人口,60～64歳,男,新潟県,2022年10月1日現在,人,70063
人口,60～64歳,男,富山県,2022年10月1日現在,人,30142
人口,60～64歳,男,石川県,2022年10月1日現在,人,32446
人口,60～64歳,男,福井県,2022年10月1日現在,人,23734
人口,60～64歳,男,山梨県,2022年10月1日現在,人,26213
人口,60～64歳,男,長野県,2022年10月1日現在,人,62858
人口,60～64歳,男,岐阜県,2022年10月1日現在,人,58191
人口,60～64歳,男,静岡県,2022年10月1日現在,人,111197
人口,60～64歳,男,愛知県,2022年10月1日現在,人,207891
人口,60～64歳,男,三重県,2022年10月1日現在,人,52616
人口,60～64歳,男,滋賀県,2022年10月1日現在,人,39877
人口,60～64歳,男,京都府,2022年10月1日現在,人,69689
人口,60～64歳,男,大阪府,2022年10月1日現在,人,236461
人口,60～64歳,男,兵庫県,2022年10月1日現在,人,155548
人口,60～64歳,男,奈良県,2022年10月1日現在,人,37772
人口,60～64歳,男,和歌山県,2022年10月1日現在,人,28346
人口,60～64歳,男,鳥取県,2022年10月1日現在,人,17033
人口,60～64歳,男,島根県,2022年10月1日現在,人,20991
人口,60～64歳,男,岡山県,2022年10月1日現在,人,52717
人口,60～64歳,男,広島県,2022年10月1日現在,人,78451
人口,60～64歳,男,山口県,2022年10月1日現在,人,38784
人口,60～64歳,男,徳島県,2022年10月1日現在,人,22189
人口,60～64歳,男,香川県,2022年10月1日現在,人,27589
人口,60～64歳,男,愛媛県,2022年10月1日現在,人,40648
人口,60～64歳,男,高知県,2022年10月1日現在,人,21294
人口,60～64歳,男,福岡県,2022年10月1日現在,人,142864
人口,60～64歳,男,佐賀県,2022年10月1日現在,人,25360
人口,60～64歳,男,長崎県,2022年10月1日現在,人,42797
人口,60～64歳,男,熊本県,2022年10月1日現在,人,53887
人口,60～64歳,男,大分県,2022年10月1日現在,人,33704
人口,60～64歳,男,宮崎県,2022年10月1日現在,人,33492
人口,60～64歳,男,鹿児島県,2022年10月1日現在,人,52620
人口,60～64歳,男,沖縄県,2022年10月1日現在,人,45329
人口,60～64歳,女,全国,2022年10月1日現在,人,3760781
人口,60～64歳,女,北海道,2022年10月1日現在,人,174518
人口,60～64歳,女,青森県,2022年10月1日現在,人,45969
人口,60～64歳,女,岩手県,2022年10月1日現在,人,41850
人口,60～64歳,女,宮城県,2022年10月1日現在,人,72400
人口,60～64歳,女,秋田県,2022年10月1日現在,人,35828
人口,60～64歳,女,山形県,2022年10月1日現在,人,37119
人口,60～64歳,女,福島県,2022年10月1日現在,人,63486
人口,60～64歳,女,茨城県,2022年10月1日現在,人,86950
人口,60～64歳,女,栃木県,2022年10月1日現在,人,59690
人口,60～64歳,女,群馬県,2022年10月1日現在,人,57290
人口,60～64歳,女,埼玉県,2022年10月1日現在,人,202350
人口,60～64歳,女,千葉県,2022年10月1日現在,人,174050
人口,60～64歳,女,東京都,2022年10月1日現在,人,367434
人口,60～64歳,女,神奈川県,2022年10月1日現在,人,254558
人口,60～64歳,女,新潟県,2022年10月1日現在,人,69984
人口,60～64歳,女,富山県,2022年10月1日現在,人,31122
人口,60～64歳,女,石川県,2022年10月1日現在,人,34187
人口,60～64歳,女,福井県,2022年10月1日現在,人,24476
人口,60～64歳,女,山梨県,2022年10月1日現在,人,26126
人口,60～64歳,女,長野県,2022年10月1日現在,人,63818
人口,60～64歳,女,岐阜県,2022年10月1日現在,人,61562
人口,60～64歳,女,静岡県,2022年10月1日現在,人,111312
人口,60～64歳,女,愛知県,2022年10月1日現在,人,204883
人口,60～64歳,女,三重県,2022年10月1日現在,人,55028
人口,60～64歳,女,滋賀県,2022年10月1日現在,人,41460
人口,60～64歳,女,京都府,2022年10月1日現在,人,73842
人口,60～64歳,女,大阪府,2022年10月1日現在,人,245098
人口,60～64歳,女,兵庫県,2022年10月1日現在,人,169657
人口,60～64歳,女,奈良県,2022年10月1日現在,人,42358
人口,60～64歳,女,和歌山県,2022年10月1日現在,人,31321
人口,60～64歳,女,鳥取県,2022年10月1日現在,人,18184
人口,60～64歳,女,島根県,2022年10月1日現在,人,21168
人口,60～64歳,女,岡山県,2022年10月1日現在,人,55918
人口,60～64歳,女,広島県,2022年10月1日現在,人,82232
人口,60～64歳,女,山口県,2022年10月1日現在,人,42228
人口,60～64歳,女,徳島県,2022年10月1日現在,人,23920
人口,60～64歳,女,香川県,2022年10月1日現在,人,29089
人口,60～64歳,女,愛媛県,2022年10月1日現在,人,44144
人口,60～64歳,女,高知県,2022年10月1日現在,人,22804
人口,60～64歳,女,福岡県,2022年10月1日現在,人,154998
人口,60～64歳,女,佐賀県,2022年10月1日現在,人,27274
人口,60～64歳,女,長崎県,2022年10月1日現在,人,46406
人口,60～64歳,女,熊本県,2022年10月1日現在,人,58371
人口,60～64歳,女,大分県,2022年10月1日現在,人,36879
人口,60～64歳,女,宮崎県,2022年10月1日現在,人,36468
人口,60～64歳,女,鹿児島県,2022年10月1日現在,人,55971
人口,60～64歳,女,沖縄県,2022年10月1日現在,人,45001
人口,65～69歳,男女計,全国,2022年10月1日現在,人,7534720
人口,65～69歳,男女計,北海道,2022年10月1日現在,人,357844
人口,65～69歳,男女計,青森県,2022年10月1日現在,人,94108
人口,65～69歳,男女計,岩手県,2022年10月1日現在,人,89747
人口,65～69歳,男女計,宮城県,2022年10月1日現在,人,152427
人口,65～69歳,男女計,秋田県,2022年10月1日現在,人,78304
人口,65～69歳,男女計,山形県,2022年10月1日現在,人,79521
人口,65～69歳,男女計,福島県,2022年10月1日現在,人,137628
人口,65～69歳,男女計,茨城県,2022年10月1日現在,人,192007
人口,65～69歳,男女計,栃木県,2022年10月1日現在,人,132065
人口,65～69歳,男女計,群馬県,2022年10月1日現在,人,124789
人口,65～69歳,男女計,埼玉県,2022年10月1日現在,人,412778
人口,65～69歳,男女計,千葉県,2022年10月1日現在,人,357899
人口,65～69歳,男女計,東京都,2022年10月1日現在,人,651005
人口,65～69歳,男女計,神奈川県,2022年10月1日現在,人,475556
人口,65～69歳,男女計,新潟県,2022年10月1日現在,人,155052
人口,65～69歳,男女計,富山県,2022年10月1日現在,人,65256
人口,65～69歳,男女計,石川県,2022年10月1日現在,人,68447
人口,65～69歳,男女計,福井県,2022年10月1日現在,人,49173
人口,65～69歳,男女計,山梨県,2022年10月1日現在,人,54527
人口,65～69歳,男女計,長野県,2022年10月1日現在,人,130727
人口,65～69歳,男女計,岐阜県,2022年10月1日現在,人,123369
人口,65～69歳,男女計,静岡県,2022年10月1日現在,人,229061
人口,65～69歳,男女計,愛知県,2022年10月1日現在,人,390183
人口,65～69歳,男女計,三重県,2022年10月1日現在,人,108812
人口,65～69歳,男女計,滋賀県,2022年10月1日現在,人,81142
人口,65～69歳,男女計,京都府,2022年10月1日現在,人,141801
人口,65～69歳,男女計,大阪府,2022年10月1日現在,人,458161
人口,65～69歳,男女計,兵庫県,2022年10月1日現在,人,324186
人口,65～69歳,男女計,奈良県,2022年10月1日現在,人,83556
